path_prefix,signal_type,signal_role,influx_path,tag_name_resolved,tag_description_resolved,level2_name,level3_name,functional_role,semantic_var,Opis (Znaczenie fizyczne),alarm_konfig_status,score_l2,score_l3
devices/289ca36e-495e-445a-ae52-203a431051f5/mtp/objects/Sparger2/valveDrive,V,Value,devices/289ca36e-495e-445a-ae52-203a431051f5/mtp/objects/Sparger2/valveDrive/V/Actual,valveDrive,Valve opening %,,,,valve_opening,,NIE,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/coefficient,VFbk,PV,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/coefficient/VFbk/Actual,coefficient,Flow Coefficient,,,,flow_value,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/coefficient,VMan,Manual,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/coefficient/VMan/Actual,coefficient,Flow Coefficient,,,,flow_value,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/coefficient,VOut,SP,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/coefficient/VOut/Actual,coefficient,Flow Coefficient,,,,flow_value,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/current,V,Value,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/current/V/Actual,current,Current Sensor,,,,,,NIE,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/flow,VFbk,PV,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/flow/VFbk/Actual,flow,Flow Rate (mL/min),Output/Pompa_01/o_Flow_Fbk,peristalticpump/out_peristalticpump_speed_rpm,flow,flow_value,Pr?dko?? pompy 1 wyliczona z przep?ywu.,NIE,1.0,1.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/flow,VMan,Manual,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/flow/VMan/Actual,flow,Flow Rate (mL/min),,,,flow_value,,NIE,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/flow,VOut,SP,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/flow/VOut/Actual,flow,Flow Rate (mL/min),Output/Pompa_01/i_Speed_SP,peristalticpump/out_peristalticpump_speed_rpm,speed / RPM,speed_setpoint,Warto?? zadana pr?dko?ci pompy 1.,NIE,1.0,1.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/interlockSwitch,VFbk,PV,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/interlockSwitch/VFbk/Actual,interlockSwitch,Interlock Switch,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/interlockSwitch,VMan,SP,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/interlockSwitch/VMan/Setpoint,interlockSwitch,Interlock Switch,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/interlockSwitch,VOut,SP,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/interlockSwitch/VOut/Actual,interlockSwitch,Interlock Switch,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/moduleIdentificationTrigger,VFbk,PV,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/moduleIdentificationTrigger/VFbk/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/moduleIdentificationTrigger,VMan,Manual,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/moduleIdentificationTrigger/VMan/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/moduleIdentificationTrigger,VOut,SP,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/moduleIdentificationTrigger/VOut/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/protectReset,VFbk,PV,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/protectReset/VFbk/Actual,protectReset,Protection Reset,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/protectReset,VMan,Manual,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/protectReset/VMan/Actual,protectReset,Protection Reset,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/protectReset,VOut,SP,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/protectReset/VOut/Actual,protectReset,Protection Reset,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/rpmHighEn,VFbk,PV,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/rpmHighEn/VFbk/Actual,rpmHighEn,Pump RPM Alarm High,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/rpmHighEn,VMan,Manual,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/rpmHighEn/VMan/Actual,rpmHighEn,Pump RPM Alarm High,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/rpmHighEn,VOut,SP,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/rpmHighEn/VOut/Actual,rpmHighEn,Pump RPM Alarm High,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/rpmLowEn,VFbk,PV,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/rpmLowEn/VFbk/Actual,rpmLowEn,Pump RPM Alarm Low,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/rpmLowEn,VMan,Manual,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/rpmLowEn/VMan/Actual,rpmLowEn,Pump RPM Alarm Low,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/rpmLowEn,VOut,SP,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/rpmLowEn/VOut/Actual,rpmLowEn,Pump RPM Alarm Low,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/safePosSwitch,VFbk,PV,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/safePosSwitch/VFbk/Actual,safePosSwitch,Safe Position Switch,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/safePosSwitch,VMan,Manual,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/safePosSwitch/VMan/Actual,safePosSwitch,Safe Position Switch,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/safePosSwitch,VOut,SP,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/safePosSwitch/VOut/Actual,safePosSwitch,Safe Position Switch,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/temperature,V,Value,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/temperature/V/Actual,temperature,Temperature Sensor,,,,temperature_value,,NIE,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/totaliser,V,Value,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/totaliser/V/Actual,totaliser,Total Volume,,,,,,NIE,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/totaliserReset,VFbk,PV,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/totaliserReset/VFbk/Actual,totaliserReset,Reset Total Volume,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/totaliserReset,VMan,Manual,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/totaliserReset/VMan/Actual,totaliserReset,Reset Total Volume,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/totaliserReset,VOut,SP,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/totaliserReset/VOut/Actual,totaliserReset,Reset Total Volume,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/tubeDescription,VFbk,PV,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/tubeDescription/VFbk/Actual,tubeDescription,Tube Description,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/tubeDescription,VMan,Manual,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/tubeDescription/VMan/Actual,tubeDescription,Tube Description,,,,,,TAK,0.0,0.0
devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/tubeDescription,VOut,SP,devices/616ad07e-52e7-4293-aba1-2848073e1c33/mtp/objects/Pump/tubeDescription/VOut/Actual,tubeDescription,Tube Description,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/coefficient,VFbk,PV,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/coefficient/VFbk/Actual,coefficient,Flow Coefficient,,,,flow_value,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/coefficient,VMan,Manual,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/coefficient/VMan/Actual,coefficient,Flow Coefficient,,,,flow_value,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/coefficient,VOut,SP,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/coefficient/VOut/Actual,coefficient,Flow Coefficient,,,,flow_value,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/current,V,Value,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/current/V/Actual,current,Current Sensor,,,,,,NIE,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/flow,VFbk,PV,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/flow/VFbk/Actual,flow,Flow Rate (mL/min),Output/Pompa_02/o_Flow_Fbk,peristalticpump/out_peristalticpump_speed_rpm,flow,flow_value,Przep?yw pompy 2 mapowany na pr?dko?? RPM w modelu.,NIE,1.0,1.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/flow,VMan,Manual,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/flow/VMan/Actual,flow,Flow Rate (mL/min),,,,flow_value,,NIE,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/flow,VOut,SP,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/flow/VOut/Actual,flow,Flow Rate (mL/min),Output/Pompa_02/i_Speed_SP,peristalticpump/out_peristalticpump_speed_rpm,speed / RPM,speed_setpoint,Warto?? zadana pr?dko?ci pompy 2.,NIE,1.0,1.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/interlockSwitch,VFbk,PV,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/interlockSwitch/VFbk/Actual,interlockSwitch,Interlock Switch,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/interlockSwitch,VMan,SP,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/interlockSwitch/VMan/Setpoint,interlockSwitch,Interlock Switch,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/interlockSwitch,VOut,SP,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/interlockSwitch/VOut/Actual,interlockSwitch,Interlock Switch,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/moduleIdentificationTrigger,VFbk,PV,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/moduleIdentificationTrigger/VFbk/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/moduleIdentificationTrigger,VMan,Manual,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/moduleIdentificationTrigger/VMan/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/moduleIdentificationTrigger,VOut,SP,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/moduleIdentificationTrigger/VOut/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/protectReset,VFbk,PV,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/protectReset/VFbk/Actual,protectReset,Protection Reset,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/protectReset,VMan,Manual,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/protectReset/VMan/Actual,protectReset,Protection Reset,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/protectReset,VOut,SP,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/protectReset/VOut/Actual,protectReset,Protection Reset,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/rpmHighEn,VFbk,PV,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/rpmHighEn/VFbk/Actual,rpmHighEn,Pump RPM Alarm High,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/rpmHighEn,VMan,Manual,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/rpmHighEn/VMan/Actual,rpmHighEn,Pump RPM Alarm High,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/rpmHighEn,VOut,SP,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/rpmHighEn/VOut/Actual,rpmHighEn,Pump RPM Alarm High,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/rpmLowEn,VFbk,PV,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/rpmLowEn/VFbk/Actual,rpmLowEn,Pump RPM Alarm Low,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/rpmLowEn,VMan,Manual,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/rpmLowEn/VMan/Actual,rpmLowEn,Pump RPM Alarm Low,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/rpmLowEn,VOut,SP,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/rpmLowEn/VOut/Actual,rpmLowEn,Pump RPM Alarm Low,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/safePosSwitch,VFbk,PV,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/safePosSwitch/VFbk/Actual,safePosSwitch,Safe Position Switch,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/safePosSwitch,VMan,Manual,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/safePosSwitch/VMan/Actual,safePosSwitch,Safe Position Switch,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/safePosSwitch,VOut,SP,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/safePosSwitch/VOut/Actual,safePosSwitch,Safe Position Switch,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/temperature,V,Value,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/temperature/V/Actual,temperature,Temperature Sensor,,,,temperature_value,,NIE,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/totaliser,V,Value,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/totaliser/V/Actual,totaliser,Total Volume,,,,,,NIE,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/totaliserReset,VFbk,PV,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/totaliserReset/VFbk/Actual,totaliserReset,Reset Total Volume,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/totaliserReset,VMan,Manual,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/totaliserReset/VMan/Actual,totaliserReset,Reset Total Volume,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/totaliserReset,VOut,SP,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/totaliserReset/VOut/Actual,totaliserReset,Reset Total Volume,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/tubeDescription,VFbk,PV,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/tubeDescription/VFbk/Actual,tubeDescription,Tube Description,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/tubeDescription,VMan,Manual,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/tubeDescription/VMan/Actual,tubeDescription,Tube Description,,,,,,TAK,0.0,0.0
devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/tubeDescription,VOut,SP,devices/ae8f16e0-b975-43df-9fd7-cba7530be7c9/mtp/objects/Pump/tubeDescription/VOut/Actual,tubeDescription,Tube Description,,,,,,TAK,0.0,0.0
devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/VAHEn,VFbk,PV,devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/VAHEn/VFbk/Actual,VAHEn,PT100 Alarm High,,,,temperature_value,,TAK,0.0,0.0
devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/VAHEn,VMan,Manual,devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/VAHEn/VMan/Actual,VAHEn,PT100 Alarm High,,,,temperature_value,,TAK,0.0,0.0
devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/VAHEn,VOut,SP,devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/VAHEn/VOut/Actual,VAHEn,PT100 Alarm High,,,,temperature_value,,TAK,0.0,0.0
devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/VALEn,VFbk,PV,devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/VALEn/VFbk/Actual,VALEn,PT100 Alarm Low,,,,temperature_value,,TAK,0.0,0.0
devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/VALEn,VMan,Manual,devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/VALEn/VMan/Actual,VALEn,PT100 Alarm Low,,,,temperature_value,,TAK,0.0,0.0
devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/VALEn,VOut,SP,devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/VALEn/VOut/Actual,VALEn,PT100 Alarm Low,,,,temperature_value,,TAK,0.0,0.0
devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/measurementFirstProbe,V,Value,devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/measurementFirstProbe/V/Actual,measurementFirstProbe,PT100,,,,measurement_value,,NIE,0.0,0.0
devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/moduleIdentificationTrigger,VFbk,PV,devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/moduleIdentificationTrigger/VFbk/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/moduleIdentificationTrigger,VMan,Manual,devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/moduleIdentificationTrigger/VMan/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/moduleIdentificationTrigger,VOut,SP,devices/b1a6d61d-c7a3-4cff-a509-74823026733c/mtp/objects/Sensor5/moduleIdentificationTrigger/VOut/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnFirstProbe,VFbk,PV,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnFirstProbe/VFbk/Actual,VAHEnFirstProbe,First probe alarm high,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnFirstProbe,VMan,Manual,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnFirstProbe/VMan/Actual,VAHEnFirstProbe,First probe alarm high,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnFirstProbe,VOut,SP,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnFirstProbe/VOut/Actual,VAHEnFirstProbe,First probe alarm high,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnSecondProbe,VFbk,PV,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnSecondProbe/VFbk/Actual,VAHEnSecondProbe,Second probe alarm high,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnSecondProbe,VMan,Manual,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnSecondProbe/VMan/Actual,VAHEnSecondProbe,Second probe alarm high,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnSecondProbe,VOut,SP,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnSecondProbe/VOut/Actual,VAHEnSecondProbe,Second probe alarm high,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnThirdProbe,VFbk,PV,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnThirdProbe/VFbk/Actual,VAHEnThirdProbe,Third probe alarm high,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnThirdProbe,VMan,Manual,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnThirdProbe/VMan/Actual,VAHEnThirdProbe,Third probe alarm high,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnThirdProbe,VOut,SP,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VAHEnThirdProbe/VOut/Actual,VAHEnThirdProbe,Third probe alarm high,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnFirstProbe,VFbk,PV,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnFirstProbe/VFbk/Actual,VALEnFirstProbe,First probe alarm low,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnFirstProbe,VMan,Manual,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnFirstProbe/VMan/Actual,VALEnFirstProbe,First probe alarm low,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnFirstProbe,VOut,SP,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnFirstProbe/VOut/Actual,VALEnFirstProbe,First probe alarm low,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnSecondProbe,VFbk,PV,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnSecondProbe/VFbk/Actual,VALEnSecondProbe,Second probe alarm low,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnSecondProbe,VMan,Manual,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnSecondProbe/VMan/Actual,VALEnSecondProbe,Second probe alarm low,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnSecondProbe,VOut,SP,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnSecondProbe/VOut/Actual,VALEnSecondProbe,Second probe alarm low,,,,,,TAK,0.0,0.0
